date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:04	5261/5261	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-148d%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gq.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gq.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:04	868/868	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-364%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gr.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gr.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:05	861/861	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-35d%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gr.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gr.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:05	32731/32731	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-7fdb%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gs.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gs.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:05	33218/33218	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-81c2%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gs.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gs.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:06	35412/35412	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-8a54%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gt.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gt.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:06	35412/35412	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-8a54%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gt.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gt.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:06	5121/5121	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-1401%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gu.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gu.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:06	4931/4931	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-1343%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gu.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gu.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:07	831/831	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-33f%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gw.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gw.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:07	907/907	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-38b%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gw.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gw.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:07	485/485	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-1e5%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gy.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/gy.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:07	478/478	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-1de%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gy.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/gy.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:07	728/728	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-2d8%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/hk.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/hk.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:08	716/716	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-2cc%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/hk.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/hk.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
20:07:08	1341/1341	---M--	200	added ('OK')	image/svg+xml	etag:%2264e371d7-53d%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/hm.svg	C:/Users/Orange/Downloads/Admin%20Template/demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/hm.svg	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
